venda_id,user_id,produto_id,quantidade,data_venda,valor_total
174,872,45,4,2025-01-14,1064.76
175,686,93,4,2024-12-14,3052.72
176,792,84,2,2024-12-28,145.84
177,626,53,4,2024-12-03,3760.4
178,288,91,4,2025-02-10,513.6
179,943,82,4,2024-11-14,2508.28
180,854,68,2,2024-10-30,1608.36
181,663,65,4,2024-11-17,1152.52
182,962,1,4,2025-03-23,1523.16
183,639,58,1,2025-03-21,204.02
184,155,26,1,2025-03-29,787.32
185,490,20,2,2025-01-12,596.64
186,386,87,3,2025-01-17,2196.93
187,986,10,1,2025-01-26,710.99
188,785,59,2,2024-12-01,109.56
189,104,75,4,2025-01-19,2839.16
190,929,41,4,2025-03-17,523.28
191,393,5,2,2025-03-03,328.92
192,811,65,4,2024-11-19,1152.52
193,246,17,4,2024-12-13,1244.8
194,176,22,3,2025-01-10,444.29999999999995
195,39,98,4,2024-12-15,1733.08
196,477,41,1,2025-04-12,130.82
197,682,93,4,2025-04-11,3052.72
198,759,68,2,2025-04-13,1608.36
199,538,69,3,2025-03-18,251.43
200,867,11,4,2025-01-27,121.52
201,818,56,2,2024-12-22,1845.32
202,921,51,1,2024-12-11,969.89
203,408,21,4,2024-12-27,2462.92
204,525,99,3,2025-03-15,105.47999999999999
205,828,76,4,2024-11-18,2926.88
206,506,26,2,2024-12-12,1574.64
207,903,19,3,2025-03-18,1312.8899999999999
208,825,60,4,2025-01-29,1328.32
209,36,71,1,2024-11-17,774.52
210,685,47,3,2025-01-31,955.77
211,20,71,1,2025-03-12,774.52
212,321,26,2,2025-01-12,1574.64
213,776,40,4,2024-11-16,1783.0
214,512,5,1,2025-02-05,164.46
215,400,21,2,2024-11-22,1231.46
216,654,78,4,2025-01-26,333.2
217,972,4,2,2024-12-14,1205.34
218,883,23,1,2024-12-13,299.22
219,471,84,2,2024-12-07,145.84
220,143,15,3,2024-12-18,570.03
221,92,93,4,2024-11-29,3052.72
222,354,8,2,2025-02-05,1735.02
223,834,41,1,2024-12-22,130.82
224,800,19,4,2025-04-18,1750.52
225,727,46,3,2025-01-18,1997.6999999999998
226,959,28,4,2025-01-28,2076.36
227,854,91,3,2024-11-01,385.20000000000005
228,51,68,4,2025-03-25,3216.72
229,665,15,2,2025-01-06,380.02
230,698,99,2,2024-11-24,70.32
231,575,37,1,2025-02-03,311.57
232,190,1,3,2024-10-28,1142.3700000000001
233,125,67,1,2024-11-12,149.51
234,150,24,2,2025-04-16,745.4
235,314,27,3,2024-11-21,623.04
236,570,40,1,2024-12-22,445.75
237,342,63,1,2025-02-14,830.45
238,305,61,1,2024-11-06,394.79
239,692,36,1,2024-11-25,810.31
240,682,98,1,2024-11-26,433.27
241,838,93,3,2025-02-23,2289.54
242,783,24,1,2025-04-09,372.7
243,54,24,3,2024-11-24,1118.1
244,444,4,1,2024-12-21,602.67
245,613,67,2,2025-03-10,299.02
246,993,34,2,2024-12-09,1898.8
247,264,57,1,2024-11-12,97.61
248,53,49,4,2024-11-15,2204.96
249,572,87,2,2025-01-15,1464.62
250,620,53,3,2025-03-16,2820.3
251,5,23,1,2024-10-30,299.22
252,103,69,3,2025-02-19,251.43
253,196,95,4,2025-04-14,3093.04
254,774,53,1,2024-11-27,940.1
255,877,62,2,2024-10-25,557.28
256,992,41,3,2025-03-25,392.46
257,884,57,2,2025-03-05,195.22
258,350,60,2,2025-04-18,664.16
259,47,54,1,2024-12-31,895.88
260,867,70,3,2025-02-01,2961.06
261,823,57,4,2025-01-05,390.44
262,936,10,2,2025-03-15,1421.98
263,820,40,1,2025-01-07,445.75
264,656,7,1,2024-10-28,67.5
265,269,38,4,2025-03-01,426.8
266,370,85,1,2025-01-07,317.87
267,636,61,2,2024-12-15,789.58
268,106,84,1,2024-11-17,72.92
269,670,3,3,2024-12-23,2204.0099999999998
270,659,51,3,2025-04-07,2909.67
271,657,86,2,2024-10-24,663.86
272,120,47,3,2025-03-18,955.77
273,831,68,4,2024-12-11,3216.72
274,787,92,1,2025-02-28,716.11
275,604,76,2,2024-11-30,1463.44
276,58,38,4,2025-01-29,426.8
277,951,36,1,2024-11-04,810.31
278,346,41,4,2024-12-21,523.28
279,741,69,2,2024-12-09,167.62
280,474,13,2,2025-01-16,1668.24
281,117,87,4,2025-02-01,2929.24
282,830,58,1,2025-03-09,204.02
283,791,50,3,2024-12-26,579.03
284,127,30,3,2024-12-07,167.97
285,393,62,4,2025-01-25,1114.56
286,908,25,2,2024-12-04,923.02
287,641,27,1,2025-01-22,207.68
288,58,51,1,2024-10-31,969.89
289,634,78,2,2024-10-30,166.6
290,513,57,3,2024-11-09,292.83
291,751,47,1,2024-10-27,318.59
292,802,100,4,2025-02-14,467.24
293,96,39,3,2024-11-17,2062.17
294,638,16,4,2024-12-20,766.28
295,118,22,3,2025-03-04,444.29999999999995
296,560,85,2,2025-02-18,635.74
297,601,54,4,2025-02-10,3583.52
298,488,21,4,2024-12-01,2462.92
299,237,72,2,2025-02-05,413.46
300,885,16,4,2025-02-24,766.28
301,897,59,3,2025-02-05,164.34
302,272,31,1,2025-02-08,611.47
303,189,42,1,2024-10-24,500.23
304,999,74,2,2025-02-28,1634.62
305,704,32,3,2024-10-28,536.46
306,447,59,4,2024-10-24,219.12
307,581,34,4,2024-12-18,3797.6
308,790,9,1,2025-01-31,605.1
309,861,81,4,2024-12-21,3457.88
310,247,11,1,2025-01-23,30.38
311,963,96,2,2024-11-30,997.72
312,76,10,4,2025-02-11,2843.96
313,154,86,3,2025-02-08,995.79
314,656,17,4,2025-03-22,1244.8
315,435,68,1,2024-11-27,804.18
316,997,48,2,2024-10-31,1049.74
317,86,52,1,2024-12-04,777.38
318,697,25,4,2025-01-15,1846.04
319,285,21,1,2025-01-11,615.73
320,974,65,1,2025-01-24,288.13
321,220,63,2,2025-03-16,1660.9
322,69,89,3,2025-02-07,2665.02
323,47,51,4,2025-04-12,3879.56
324,94,36,2,2025-02-08,1620.62
325,750,81,3,2025-04-02,2593.41
326,958,88,1,2025-01-24,641.18
327,453,66,3,2024-12-30,1641.81
328,204,15,1,2024-11-06,190.01
329,912,96,1,2025-02-16,498.86
330,218,39,2,2024-12-21,1374.78
331,474,70,1,2025-02-27,987.02
332,432,1,2,2025-03-02,761.58
333,341,23,3,2024-12-06,897.6600000000001
334,551,39,3,2025-02-12,2062.17
335,612,57,1,2024-11-30,97.61
336,289,81,2,2024-10-26,1728.94
337,254,34,1,2025-02-12,949.4
338,734,41,2,2025-03-18,261.64
339,357,93,2,2025-03-26,1526.36
340,23,73,2,2024-11-16,30.94
341,762,13,3,2024-11-23,2502.36
342,522,70,2,2025-02-20,1974.04
343,758,6,3,2025-02-19,493.29
344,837,84,2,2025-04-10,145.84
345,100,52,3,2024-11-02,2332.14
346,802,3,4,2024-12-08,2938.68
347,180,81,3,2025-02-24,2593.41
348,223,63,3,2024-11-10,2491.3500000000004
349,906,49,1,2025-02-22,551.24
350,762,76,2,2025-04-09,1463.44
351,659,47,4,2025-03-28,1274.36
352,442,55,1,2025-01-07,601.92
353,608,64,2,2025-01-28,726.38
354,769,65,4,2024-12-23,1152.52
355,325,81,4,2025-03-28,3457.88
356,516,67,4,2024-10-30,598.04
357,16,90,2,2025-03-18,954.98
358,792,15,4,2025-04-21,760.04
359,336,100,4,2024-12-03,467.24
360,759,32,1,2025-03-13,178.82
361,258,96,3,2025-01-08,1496.58
362,497,68,2,2024-11-06,1608.36
363,988,18,3,2024-12-22,1588.53
364,896,83,1,2024-12-21,337.59
365,160,43,3,2024-11-07,132.12
366,475,35,4,2025-03-02,3863.92
367,852,78,4,2025-02-08,333.2
368,664,58,2,2025-01-30,408.04
369,908,33,2,2025-02-08,148.8
370,690,14,2,2024-11-08,440.44
371,675,34,1,2025-04-07,949.4
372,380,61,2,2025-03-31,789.58
373,545,4,1,2024-11-07,602.67
374,929,88,4,2024-11-27,2564.72
375,957,59,3,2025-02-22,164.34
376,691,29,4,2024-12-07,2385.96
377,427,83,4,2025-04-13,1350.36
378,613,6,4,2025-03-09,657.72
379,268,97,2,2025-01-06,1055.02
380,835,49,2,2025-03-08,1102.48
381,577,40,2,2025-04-13,891.5
382,417,83,3,2025-01-11,1012.77
383,168,65,2,2024-12-17,576.26
384,842,69,1,2025-03-06,83.81
385,43,27,4,2025-02-07,830.72
386,556,80,3,2025-04-13,374.13
387,285,6,3,2025-04-20,493.29
388,397,13,3,2025-02-05,2502.36
389,12,64,3,2024-11-28,1089.57
390,607,62,3,2024-11-19,835.92
391,302,99,1,2025-03-26,35.16
392,898,19,4,2025-01-27,1750.52
393,253,76,3,2025-02-09,2195.16
394,499,80,4,2024-12-27,498.84
395,754,43,2,2024-11-09,88.08
396,35,74,3,2024-12-04,2451.93
397,727,89,3,2024-12-09,2665.02
398,849,20,4,2024-12-17,1193.28
399,90,95,3,2025-03-19,2319.7799999999997
400,776,68,3,2024-12-14,2412.54
401,605,44,3,2024-12-24,2730.69
402,922,23,1,2025-02-12,299.22
403,970,2,1,2025-03-04,951.21
404,602,22,3,2025-03-25,444.29999999999995
405,418,57,1,2025-01-28,97.61
406,115,72,2,2025-03-12,413.46
407,617,7,3,2024-12-26,202.5
408,903,78,2,2024-11-08,166.6
409,196,56,4,2025-02-16,3690.64
410,826,67,2,2025-03-06,299.02
411,501,16,4,2025-04-19,766.28
412,626,83,3,2025-01-26,1012.77
413,493,51,4,2025-02-06,3879.56
414,75,82,4,2024-11-28,2508.28
415,413,80,2,2024-11-01,249.42
416,376,72,2,2025-03-04,413.46
417,420,97,2,2025-03-09,1055.02
418,729,12,3,2024-11-17,2910.63
419,277,53,3,2024-11-10,2820.3
420,761,75,2,2025-01-09,1419.58
421,676,5,3,2025-01-03,493.38
422,394,27,3,2024-12-12,623.04
423,869,12,4,2025-01-29,3880.84
424,457,17,4,2025-03-31,1244.8
425,920,6,2,2025-01-10,328.86
426,192,97,3,2024-11-02,1582.53
427,739,5,4,2025-03-29,657.84
428,689,57,1,2025-03-06,97.61
429,99,28,3,2025-03-18,1557.27
430,548,78,1,2024-12-21,83.3
431,978,69,2,2025-01-30,167.62
432,999,59,3,2025-02-18,164.34
433,96,33,2,2025-04-21,148.8
434,664,62,2,2025-02-15,557.28
435,663,50,2,2025-01-14,386.02
436,190,19,2,2025-02-21,875.26
437,736,86,2,2024-12-29,663.86
438,37,69,3,2025-02-13,251.43
439,780,66,1,2025-01-28,547.27
440,369,94,3,2025-02-04,1696.98
441,695,47,3,2024-11-24,955.77
442,525,39,3,2024-11-27,2062.17
443,279,68,4,2025-04-20,3216.72
444,217,33,4,2025-02-15,297.6
445,867,13,3,2024-11-06,2502.36
446,873,84,1,2025-01-20,72.92
447,798,54,3,2024-10-27,2687.64
448,273,7,2,2025-02-21,135.0
449,881,79,4,2025-04-07,1459.52
450,62,87,4,2024-11-03,2929.24
451,596,14,3,2025-03-23,660.66
452,880,87,3,2024-12-24,2196.93
453,729,19,1,2025-02-03,437.63
454,342,54,1,2025-03-13,895.88
455,397,93,2,2025-01-09,1526.36
456,699,20,3,2024-10-29,894.96
457,19,29,3,2024-12-15,1789.47
458,177,24,3,2024-10-24,1118.1
459,612,82,4,2025-02-02,2508.28
460,396,63,2,2024-10-28,1660.9
461,445,74,1,2025-03-23,817.31
462,233,57,4,2024-11-10,390.44
463,915,8,4,2025-02-06,3470.04
464,76,90,4,2025-01-18,1909.96
465,265,62,4,2024-11-16,1114.56
466,455,29,2,2025-02-25,1192.98
467,796,74,3,2025-02-25,2451.93
468,718,17,1,2025-03-19,311.2
469,735,66,1,2024-12-21,547.27
470,384,6,4,2025-03-14,657.72
471,564,58,4,2024-12-27,816.08
472,851,69,2,2024-11-18,167.62
473,506,28,4,2025-01-17,2076.36
474,367,62,1,2025-01-06,278.64
475,144,41,1,2024-10-25,130.82
476,885,69,3,2024-12-03,251.43
477,69,82,3,2024-12-23,1881.21
478,99,90,1,2024-12-06,477.49
479,396,84,1,2024-11-03,72.92
480,25,41,2,2025-02-26,261.64
481,948,49,2,2025-02-18,1102.48
482,891,91,1,2024-10-30,128.4
483,469,49,4,2024-11-21,2204.96
484,484,76,3,2025-04-02,2195.16
485,565,71,1,2024-12-09,774.52
486,151,3,4,2024-12-29,2938.68
487,144,10,1,2024-12-08,710.99
488,569,98,3,2024-10-24,1299.81
489,39,89,3,2025-01-20,2665.02
490,109,35,2,2025-04-03,1931.96
491,693,80,2,2024-11-29,249.42
492,42,2,2,2025-03-25,1902.42
493,186,24,2,2025-04-07,745.4
494,935,74,3,2024-12-03,2451.93
495,398,38,4,2024-12-14,426.8
496,223,22,4,2025-03-02,592.4
497,634,26,4,2024-11-27,3149.28
498,133,43,1,2024-12-06,44.04
499,163,55,2,2025-03-15,1203.84
500,215,39,2,2025-03-11,1374.78
501,733,91,3,2025-01-29,385.20000000000005
502,235,29,3,2024-12-10,1789.47
503,843,20,1,2024-12-30,298.32
504,658,91,1,2025-03-24,128.4
505,751,41,4,2024-10-30,523.28
506,588,54,3,2025-03-01,2687.64
507,9,20,2,2024-11-24,596.64
508,74,19,4,2024-12-18,1750.52
509,954,84,2,2025-03-30,145.84
510,492,99,4,2024-12-13,140.64
511,913,66,2,2024-12-29,1094.54
512,253,30,1,2025-04-08,55.99
513,230,53,4,2024-12-27,3760.4
514,519,34,2,2025-03-20,1898.8
515,174,22,2,2024-12-12,296.2
516,653,67,3,2025-01-06,448.53
517,168,6,4,2024-12-27,657.72
518,170,79,2,2024-11-29,729.76
519,393,27,3,2025-04-08,623.04
520,946,10,2,2024-11-30,1421.98
521,795,73,4,2024-12-25,61.88
522,634,97,1,2024-11-01,527.51
523,194,96,4,2025-02-03,1995.44
524,517,48,4,2025-04-17,2099.48
525,29,70,2,2025-01-11,1974.04
526,165,59,2,2025-02-16,109.56
527,422,100,4,2025-04-22,467.24
528,339,59,3,2025-02-26,164.34
529,648,2,3,2024-11-25,2853.63
530,496,29,3,2025-04-04,1789.47
531,365,68,2,2025-04-11,1608.36
532,833,65,2,2025-01-04,576.26
533,342,83,4,2025-01-24,1350.36
534,500,26,1,2024-10-25,787.32
535,657,89,2,2025-04-06,1776.68
536,511,10,4,2024-12-05,2843.96
537,327,53,4,2025-04-07,3760.4
538,217,79,1,2025-04-05,364.88
539,301,59,3,2024-12-23,164.34
540,132,22,4,2025-04-14,592.4
541,804,51,4,2025-02-08,3879.56
542,70,48,4,2025-01-08,2099.48
543,252,21,3,2025-03-07,1847.19
544,415,22,3,2025-03-19,444.29999999999995
545,787,100,1,2024-11-09,116.81
546,445,98,2,2024-11-08,866.54
547,876,30,3,2025-01-05,167.97
548,182,25,2,2025-01-17,923.02
549,167,28,2,2025-01-15,1038.18
550,91,65,3,2024-12-29,864.39
551,714,45,4,2025-01-16,1064.76
552,858,68,1,2025-01-16,804.18
553,531,7,2,2025-04-02,135.0
554,39,49,4,2024-10-30,2204.96
555,126,9,3,2024-11-04,1815.3000000000002
556,451,36,2,2024-12-05,1620.62
557,173,83,2,2025-03-19,675.18
558,653,1,2,2024-11-06,761.58
559,754,10,4,2025-01-23,2843.96
560,220,36,4,2025-03-23,3241.24
561,638,73,4,2025-03-08,61.88
562,58,46,2,2024-12-06,1331.8
563,660,32,2,2025-01-12,357.64
564,476,32,1,2024-12-08,178.82
565,456,6,1,2025-03-21,164.43
566,829,48,4,2025-02-24,2099.48
567,895,38,4,2025-04-22,426.8
568,361,17,3,2025-04-17,933.5999999999999
569,935,74,4,2025-02-05,3269.24
570,1,27,1,2024-12-25,207.68
571,387,54,1,2024-11-01,895.88
572,973,50,1,2024-12-04,193.01
573,348,35,2,2025-01-04,1931.96
574,190,85,2,2024-12-07,635.74
575,505,25,4,2025-01-15,1846.04
576,191,28,3,2025-02-23,1557.27
577,508,15,3,2025-02-18,570.03
578,369,4,3,2024-12-26,1808.0099999999998
579,409,93,2,2025-01-24,1526.36
580,824,73,1,2025-03-14,15.47
581,929,27,1,2025-02-11,207.68
582,934,26,2,2025-03-05,1574.64
583,117,19,3,2025-03-25,1312.8899999999999
584,134,92,3,2025-04-14,2148.33
585,58,17,4,2024-11-04,1244.8
586,556,43,4,2025-01-05,176.16
587,685,41,3,2024-11-16,392.46
588,672,42,2,2025-04-18,1000.46
589,173,50,3,2025-02-20,579.03
590,829,84,4,2025-03-01,291.68
591,815,40,3,2025-04-05,1337.25
592,149,39,2,2025-03-28,1374.78
593,80,23,1,2024-11-21,299.22
594,886,96,2,2025-04-14,997.72
595,213,52,2,2024-12-29,1554.76
596,203,47,4,2024-11-20,1274.36
597,764,63,2,2024-11-01,1660.9
598,229,97,2,2024-10-24,1055.02
599,676,69,4,2025-04-10,335.24
600,227,43,4,2025-02-19,176.16
601,659,48,1,2025-04-11,524.87
602,532,34,3,2025-01-10,2848.2
603,441,40,2,2024-12-31,891.5
604,402,75,4,2025-02-22,2839.16
605,47,61,1,2024-12-05,394.79
606,233,50,3,2025-02-26,579.03
607,305,67,4,2025-04-08,598.04
608,526,62,3,2025-03-18,835.92
609,143,58,3,2024-12-15,612.0600000000001
610,415,33,2,2025-02-07,148.8
611,513,75,2,2025-02-22,1419.58
612,373,16,4,2024-11-26,766.28
613,566,82,3,2025-01-31,1881.21
614,886,94,4,2024-11-26,2262.64
615,259,48,4,2024-11-20,2099.48
616,656,10,3,2024-11-01,2132.9700000000003
617,471,82,4,2025-01-30,2508.28
618,953,38,3,2025-02-21,320.1
619,971,19,3,2025-02-04,1312.8899999999999
620,12,36,3,2025-03-17,2430.93
621,330,59,3,2024-11-04,164.34
622,736,63,1,2024-12-10,830.45
623,784,77,3,2025-02-25,2320.68
624,968,46,2,2025-01-07,1331.8
625,358,3,2,2025-02-05,1469.34
626,972,74,2,2025-02-11,1634.62
627,408,65,3,2025-04-07,864.39
628,668,91,2,2024-12-01,256.8
629,373,8,1,2024-11-22,867.51
630,8,51,4,2025-03-09,3879.56
631,122,81,3,2024-11-13,2593.41
632,348,73,2,2024-10-31,30.94
633,676,6,1,2025-01-03,164.43
634,90,89,4,2024-12-01,3553.36
635,648,39,1,2024-12-17,687.39
636,698,60,2,2025-04-10,664.16
637,316,28,1,2025-01-24,519.09
638,178,97,4,2024-11-09,2110.04
639,540,54,2,2024-11-02,1791.76
640,732,37,4,2025-01-15,1246.28
641,869,9,1,2024-12-09,605.1
642,41,82,3,2025-01-31,1881.21
643,740,56,3,2024-10-26,2767.98
644,704,59,3,2025-01-06,164.34
645,923,85,3,2025-01-08,953.61
646,502,2,4,2025-03-15,3804.84
647,959,61,3,2025-02-05,1184.3700000000001
648,145,58,4,2025-01-16,816.08
649,201,60,2,2025-03-06,664.16
650,929,40,3,2024-12-06,1337.25
651,724,36,4,2024-12-22,3241.24
652,461,37,3,2025-02-20,934.71
653,732,79,3,2025-02-24,1094.6399999999999
654,752,92,3,2025-02-05,2148.33
655,925,18,4,2025-03-17,2118.04
656,909,98,1,2024-12-25,433.27
657,558,63,3,2025-04-08,2491.3500000000004
658,547,22,3,2024-11-30,444.29999999999995
659,253,11,2,2025-01-07,60.76
660,390,58,1,2025-01-06,204.02
661,594,57,4,2024-12-01,390.44
662,883,77,2,2024-12-08,1547.12
663,256,4,3,2025-03-19,1808.0099999999998
664,709,86,2,2025-01-13,663.86
665,815,7,2,2025-02-19,135.0
666,921,61,3,2025-02-16,1184.3700000000001
667,450,54,1,2025-03-01,895.88
668,10,88,1,2025-01-28,641.18
669,824,68,2,2024-11-08,1608.36
670,798,92,3,2025-04-02,2148.33
671,242,79,4,2024-12-28,1459.52
672,251,1,2,2025-01-18,761.58
673,877,55,4,2025-03-30,2407.68
674,5,3,2,2024-12-06,1469.34
675,119,78,2,2025-03-05,166.6
676,801,38,3,2025-04-09,320.1
677,374,1,3,2025-02-13,1142.3700000000001
678,65,38,4,2025-01-16,426.8
679,146,85,4,2024-11-01,1271.48
680,224,29,1,2024-11-19,596.49
681,239,5,3,2024-11-19,493.38
682,177,74,2,2025-04-12,1634.62
683,779,92,2,2025-04-04,1432.22
684,853,21,1,2025-03-05,615.73
685,282,71,3,2024-11-23,2323.56
686,63,67,2,2024-11-02,299.02
687,217,47,1,2024-11-30,318.59
688,854,84,1,2025-02-26,72.92
689,827,83,2,2024-12-21,675.18
690,795,35,2,2025-02-28,1931.96
691,689,68,4,2025-01-27,3216.72
692,461,69,3,2025-02-04,251.43
693,929,1,4,2025-04-19,1523.16
694,610,68,1,2025-02-27,804.18
695,105,12,2,2025-03-05,1940.42
696,99,60,4,2025-03-23,1328.32
697,511,27,1,2024-12-21,207.68
698,385,56,3,2025-02-19,2767.98
699,405,23,2,2024-10-26,598.44
700,823,25,4,2024-11-19,1846.04
701,518,21,3,2024-10-24,1847.19
702,476,61,4,2025-03-01,1579.16
703,977,63,1,2025-01-11,830.45
704,709,52,3,2025-02-20,2332.14
705,863,88,4,2024-12-02,2564.72
706,645,25,3,2025-01-30,1384.53
707,870,55,1,2025-02-09,601.92
708,771,46,3,2025-01-15,1997.6999999999998
709,437,32,4,2024-12-24,715.28
