venda_id,user_id,produto_id,quantidade,data_venda,valor_total
86,681,99,2,2026-06-03,70.32
87,996,48,3,2026-06-30,1574.6100000000001
88,161,56,2,2026-05-21,1845.32
89,580,64,1,2026-08-27,363.19
90,801,59,1,2026-03-22,54.78
91,398,90,1,2026-08-30,477.49
92,277,62,3,2026-08-05,835.92
93,816,76,1,2026-05-25,731.72
94,916,11,3,2026-05-31,91.14
95,504,89,3,2026-05-14,2665.02
96,896,18,1,2026-05-19,529.51
97,392,19,2,2026-07-24,875.26
98,135,87,4,2026-06-19,2929.24
99,195,55,3,2026-04-12,1805.7599999999998
100,401,82,1,2026-08-09,627.07
101,640,26,3,2026-06-26,2361.96
102,33,6,2,2026-06-25,328.86
103,688,4,2,2026-06-18,1205.34
104,460,29,1,2026-06-04,596.49
105,955,59,3,2026-08-12,164.34
106,883,98,4,2026-06-12,1733.08
107,470,17,4,2026-05-06,1244.8
108,375,43,3,2026-04-24,132.12
109,22,80,3,2026-08-18,374.13
110,750,66,3,2026-06-25,1641.81
111,670,34,1,2026-07-15,949.4
112,38,8,2,2026-05-18,1735.02
113,230,13,4,2026-08-14,3336.48
114,365,8,1,2026-07-08,867.51
115,563,94,3,2026-05-22,1696.98
116,438,96,3,2026-07-13,1496.58
117,776,100,2,2026-08-09,233.62
118,283,94,3,2026-08-21,1696.98
119,27,65,1,2026-09-02,288.13
120,226,43,1,2026-07-02,44.04
121,277,39,2,2026-06-08,1374.78
122,798,81,1,2026-04-10,864.47
123,609,59,4,2026-05-30,219.12
124,284,84,1,2026-07-13,72.92
125,879,88,1,2026-08-05,641.18
126,960,86,1,2026-06-23,331.93
127,481,93,4,2026-04-20,3052.72
128,453,86,3,2026-06-26,995.79
129,829,44,1,2026-07-28,910.23
130,816,9,2,2026-08-05,1210.2
131,659,37,4,2026-05-10,1246.28
132,516,74,2,2026-05-06,1634.62
133,547,36,1,2026-05-18,810.31
134,192,92,2,2026-05-10,1432.22
135,49,28,1,2026-06-28,519.09
136,512,42,4,2026-05-10,2000.92
137,17,43,2,2026-09-09,88.08
138,172,85,2,2026-08-22,635.74
139,220,88,1,2026-06-06,641.18
140,158,42,1,2026-05-08,500.23
141,477,66,3,2026-05-20,1641.81
142,46,55,1,2026-07-15,601.92
143,373,72,1,2026-07-21,206.73
144,518,48,3,2026-04-18,1574.6100000000001
145,99,91,1,2026-06-16,128.4
146,892,22,1,2026-09-02,148.1
147,745,27,3,2026-09-02,623.04
148,37,93,4,2026-07-04,3052.72
149,280,67,4,2026-05-11,598.04
150,349,13,1,2026-04-15,834.12
151,497,45,1,2026-03-31,266.19
152,302,10,3,2026-03-26,2132.9700000000003
153,181,100,3,2026-05-17,350.43
154,607,9,4,2026-07-03,2420.4
155,99,54,2,2026-04-30,1791.76
156,700,27,1,2026-09-12,207.68
157,993,34,2,2026-08-18,1898.8
158,116,1,2,2026-05-27,761.58
159,191,32,3,2026-08-11,536.46
160,253,89,1,2026-07-09,888.34
161,981,93,1,2026-06-13,763.18
162,928,71,3,2026-06-03,2323.56
163,983,67,2,2026-06-13,299.02
164,161,84,3,2026-09-03,218.76
165,256,20,4,2026-06-04,1193.28
166,323,94,1,2026-09-01,565.66
167,128,35,4,2026-04-22,3863.92
168,18,99,3,2026-04-24,105.47999999999999
169,793,91,1,2026-07-27,128.4
170,735,90,4,2026-06-14,1909.96
171,566,78,4,2026-04-26,333.2
172,570,17,2,2026-07-03,622.4
173,323,18,1,2026-08-27,529.51
174,872,45,4,2026-06-08,1064.76
175,686,93,4,2026-05-08,3052.72
176,792,84,2,2026-05-22,145.84
177,626,53,4,2026-04-27,3760.4
178,288,91,4,2026-07-05,513.6
179,943,82,4,2026-04-08,2508.28
180,854,68,2,2026-03-24,1608.36
181,663,65,4,2026-04-11,1152.52
182,962,1,4,2026-08-15,1523.16
183,639,58,1,2026-08-13,204.02
184,155,26,1,2026-08-21,787.32
185,490,20,2,2026-06-06,596.64
186,386,87,3,2026-06-11,2196.93
187,986,10,1,2026-06-20,710.99
188,785,59,2,2026-04-25,109.56
189,104,75,4,2026-06-13,2839.16
190,929,41,4,2026-08-09,523.28
191,393,5,2,2026-07-26,328.92
192,811,65,4,2026-04-13,1152.52
193,246,17,4,2026-05-07,1244.8
194,176,22,3,2026-06-04,444.29999999999995
195,39,98,4,2026-05-09,1733.08
196,477,41,1,2026-09-04,130.82
197,682,93,4,2026-09-03,3052.72
198,759,68,2,2026-09-05,1608.36
199,538,69,3,2026-08-10,251.43
200,867,11,4,2026-06-21,121.52
201,818,56,2,2026-05-16,1845.32
202,921,51,1,2026-05-05,969.89
203,408,21,4,2026-05-21,2462.92
204,525,99,3,2026-08-07,105.47999999999999
205,828,76,4,2026-04-12,2926.88
206,506,26,2,2026-05-06,1574.64
207,903,19,3,2026-08-10,1312.8899999999999
208,825,60,4,2026-06-23,1328.32
209,36,71,1,2026-04-11,774.52
210,685,47,3,2026-06-25,955.77
211,20,71,1,2026-08-04,774.52
212,321,26,2,2026-06-06,1574.64
213,776,40,4,2026-04-10,1783.0
214,512,5,1,2026-06-30,164.46
215,400,21,2,2026-04-16,1231.46
216,654,78,4,2026-06-20,333.2
217,972,4,2,2026-05-08,1205.34
218,883,23,1,2026-05-07,299.22
219,471,84,2,2026-05-01,145.84
220,143,15,3,2026-05-12,570.03
221,92,93,4,2026-04-23,3052.72
222,354,8,2,2026-06-30,1735.02
223,834,41,1,2026-05-16,130.82
224,800,19,4,2026-09-10,1750.52
225,727,46,3,2026-06-12,1997.6999999999998
226,959,28,4,2026-06-22,2076.36
227,854,91,3,2026-03-26,385.20000000000005
228,51,68,4,2026-08-17,3216.72
229,665,15,2,2026-05-31,380.02
230,698,99,2,2026-04-18,70.32
231,575,37,1,2026-06-28,311.57
232,190,1,3,2026-03-22,1142.3700000000001
233,125,67,1,2026-04-06,149.51
234,150,24,2,2026-09-08,745.4
235,314,27,3,2026-04-15,623.04
236,570,40,1,2026-05-16,445.75
237,342,63,1,2026-07-09,830.45
238,305,61,1,2026-03-31,394.79
239,692,36,1,2026-04-19,810.31
240,682,98,1,2026-04-20,433.27
241,838,93,3,2026-07-18,2289.54
242,783,24,1,2026-09-01,372.7
243,54,24,3,2026-04-18,1118.1
244,444,4,1,2026-05-15,602.67
245,613,67,2,2026-08-02,299.02
246,993,34,2,2026-05-03,1898.8
247,264,57,1,2026-04-06,97.61
248,53,49,4,2026-04-09,2204.96
249,572,87,2,2026-06-09,1464.62
250,620,53,3,2026-08-08,2820.3
251,5,23,1,2026-03-24,299.22
252,103,69,3,2026-07-14,251.43
253,196,95,4,2026-09-06,3093.04
254,774,53,1,2026-04-21,940.1
255,877,62,2,2026-03-19,557.28
256,992,41,3,2026-08-17,392.46
257,884,57,2,2026-07-28,195.22
258,350,60,2,2026-09-10,664.16
259,47,54,1,2026-05-25,895.88
260,867,70,3,2026-06-26,2961.06
261,823,57,4,2026-05-30,390.44
262,936,10,2,2026-08-07,1421.98
263,820,40,1,2026-06-01,445.75
264,656,7,1,2026-03-22,67.5
265,269,38,4,2026-07-24,426.8
266,370,85,1,2026-06-01,317.87
267,636,61,2,2026-05-09,789.58
268,106,84,1,2026-04-11,72.92
269,670,3,3,2026-05-17,2204.0099999999998
270,659,51,3,2026-08-30,2909.67
271,657,86,2,2026-03-18,663.86
272,120,47,3,2026-08-10,955.77
273,831,68,4,2026-05-05,3216.72
274,787,92,1,2026-07-23,716.11
275,604,76,2,2026-04-24,1463.44
276,58,38,4,2026-06-23,426.8
277,951,36,1,2026-03-29,810.31
278,346,41,4,2026-05-15,523.28
279,741,69,2,2026-05-03,167.62
280,474,13,2,2026-06-10,1668.24
281,117,87,4,2026-06-26,2929.24
282,830,58,1,2026-08-01,204.02
283,791,50,3,2026-05-20,579.03
284,127,30,3,2026-05-01,167.97
285,393,62,4,2026-06-19,1114.56
286,908,25,2,2026-04-28,923.02
287,641,27,1,2026-06-16,207.68
288,58,51,1,2026-03-25,969.89
289,634,78,2,2026-03-24,166.6
290,513,57,3,2026-04-03,292.83
291,751,47,1,2026-03-21,318.59
292,802,100,4,2026-07-09,467.24
293,96,39,3,2026-04-11,2062.17
294,638,16,4,2026-05-14,766.28
295,118,22,3,2026-07-27,444.29999999999995
296,560,85,2,2026-07-13,635.74
297,601,54,4,2026-07-05,3583.52
298,488,21,4,2026-04-25,2462.92
299,237,72,2,2026-06-30,413.46
300,885,16,4,2026-07-19,766.28
301,897,59,3,2026-06-30,164.34
302,272,31,1,2026-07-03,611.47
303,189,42,1,2026-03-18,500.23
304,999,74,2,2026-07-23,1634.62
305,704,32,3,2026-03-22,536.46
306,447,59,4,2026-03-18,219.12
307,581,34,4,2026-05-12,3797.6
308,790,9,1,2026-06-25,605.1
309,861,81,4,2026-05-15,3457.88
310,247,11,1,2026-06-17,30.38
311,963,96,2,2026-04-24,997.72
312,76,10,4,2026-07-06,2843.96
313,154,86,3,2026-07-03,995.79
314,656,17,4,2026-08-14,1244.8
315,435,68,1,2026-04-21,804.18
316,997,48,2,2026-03-25,1049.74
317,86,52,1,2026-04-28,777.38
318,697,25,4,2026-06-09,1846.04
319,285,21,1,2026-06-05,615.73
320,974,65,1,2026-06-18,288.13
321,220,63,2,2026-08-08,1660.9
322,69,89,3,2026-07-02,2665.02
323,47,51,4,2026-09-04,3879.56
324,94,36,2,2026-07-03,1620.62
325,750,81,3,2026-08-25,2593.41
326,958,88,1,2026-06-18,641.18
327,453,66,3,2026-05-24,1641.81
328,204,15,1,2026-03-31,190.01
329,912,96,1,2026-07-11,498.86
330,218,39,2,2026-05-15,1374.78
331,474,70,1,2026-07-22,987.02
332,432,1,2,2026-07-25,761.58
333,341,23,3,2026-04-30,897.6600000000001
334,551,39,3,2026-07-07,2062.17
335,612,57,1,2026-04-24,97.61
336,289,81,2,2026-03-20,1728.94
337,254,34,1,2026-07-07,949.4
338,734,41,2,2026-08-10,261.64
339,357,93,2,2026-08-18,1526.36
340,23,73,2,2026-04-10,30.94
341,762,13,3,2026-04-17,2502.36
342,522,70,2,2026-07-15,1974.04
343,758,6,3,2026-07-14,493.29
344,837,84,2,2026-09-02,145.84
345,100,52,3,2026-03-27,2332.14
346,802,3,4,2026-05-02,2938.68
347,180,81,3,2026-07-19,2593.41
348,223,63,3,2026-04-04,2491.3500000000004
349,906,49,1,2026-07-17,551.24
350,762,76,2,2026-09-01,1463.44
351,659,47,4,2026-08-20,1274.36
352,442,55,1,2026-06-01,601.92
353,608,64,2,2026-06-22,726.38
354,769,65,4,2026-05-17,1152.52
355,325,81,4,2026-08-20,3457.88
356,516,67,4,2026-03-24,598.04
357,16,90,2,2026-08-10,954.98
358,792,15,4,2026-09-13,760.04
359,336,100,4,2026-04-27,467.24
360,759,32,1,2026-08-05,178.82
361,258,96,3,2026-06-02,1496.58
362,497,68,2,2026-03-31,1608.36
363,988,18,3,2026-05-16,1588.53
364,896,83,1,2026-05-15,337.59
365,160,43,3,2026-04-01,132.12
366,475,35,4,2026-07-25,3863.92
367,852,78,4,2026-07-03,333.2
368,664,58,2,2026-06-24,408.04
369,908,33,2,2026-07-03,148.8
370,690,14,2,2026-04-02,440.44
371,675,34,1,2026-08-30,949.4
372,380,61,2,2026-08-23,789.58
373,545,4,1,2026-04-01,602.67
374,929,88,4,2026-04-21,2564.72
375,957,59,3,2026-07-17,164.34
376,691,29,4,2026-05-01,2385.96
377,427,83,4,2026-09-05,1350.36
378,613,6,4,2026-08-01,657.72
379,268,97,2,2026-05-31,1055.02
380,835,49,2,2026-07-31,1102.48
381,577,40,2,2026-09-05,891.5
382,417,83,3,2026-06-05,1012.77
383,168,65,2,2026-05-11,576.26
384,842,69,1,2026-07-29,83.81
385,43,27,4,2026-07-02,830.72
386,556,80,3,2026-09-05,374.13
387,285,6,3,2026-09-12,493.29
388,397,13,3,2026-06-30,2502.36
389,12,64,3,2026-04-22,1089.57
390,607,62,3,2026-04-13,835.92
391,302,99,1,2026-08-18,35.16
392,898,19,4,2026-06-21,1750.52
393,253,76,3,2026-07-04,2195.16
394,499,80,4,2026-05-21,498.84
395,754,43,2,2026-04-03,88.08
396,35,74,3,2026-04-28,2451.93
397,727,89,3,2026-05-03,2665.02
398,849,20,4,2026-05-11,1193.28
399,90,95,3,2026-08-11,2319.7799999999997
400,776,68,3,2026-05-08,2412.54
401,605,44,3,2026-05-18,2730.69
402,922,23,1,2026-07-07,299.22
403,970,2,1,2026-07-27,951.21
404,602,22,3,2026-08-17,444.29999999999995
405,418,57,1,2026-06-22,97.61
406,115,72,2,2026-08-04,413.46
407,617,7,3,2026-05-20,202.5
408,903,78,2,2026-04-02,166.6
409,196,56,4,2026-07-11,3690.64
410,826,67,2,2026-07-29,299.02
411,501,16,4,2026-09-11,766.28
412,626,83,3,2026-06-20,1012.77
413,493,51,4,2026-07-01,3879.56
414,75,82,4,2026-04-22,2508.28
415,413,80,2,2026-03-26,249.42
416,376,72,2,2026-07-27,413.46
417,420,97,2,2026-08-01,1055.02
418,729,12,3,2026-04-11,2910.63
419,277,53,3,2026-04-04,2820.3
420,761,75,2,2026-06-03,1419.58
421,676,5,3,2026-05-28,493.38
422,394,27,3,2026-05-06,623.04
423,869,12,4,2026-06-23,3880.84
424,457,17,4,2026-08-23,1244.8
425,920,6,2,2026-06-04,328.86
426,192,97,3,2026-03-27,1582.53
427,739,5,4,2026-08-21,657.84
428,689,57,1,2026-07-29,97.61
429,99,28,3,2026-08-10,1557.27
430,548,78,1,2026-05-15,83.3
431,978,69,2,2026-06-24,167.62
432,999,59,3,2026-07-13,164.34
433,96,33,2,2026-09-13,148.8
434,664,62,2,2026-07-10,557.28
435,663,50,2,2026-06-08,386.02
436,190,19,2,2026-07-16,875.26
437,736,86,2,2026-05-23,663.86
438,37,69,3,2026-07-08,251.43
439,780,66,1,2026-06-22,547.27
440,369,94,3,2026-06-29,1696.98
441,695,47,3,2026-04-18,955.77
442,525,39,3,2026-04-21,2062.17
443,279,68,4,2026-09-12,3216.72
444,217,33,4,2026-07-10,297.6
445,867,13,3,2026-03-31,2502.36
446,873,84,1,2026-06-14,72.92
447,798,54,3,2026-03-21,2687.64
448,273,7,2,2026-07-16,135.0
449,881,79,4,2026-08-30,1459.52
450,62,87,4,2026-03-28,2929.24
451,596,14,3,2026-08-15,660.66
452,880,87,3,2026-05-18,2196.93
453,729,19,1,2026-06-28,437.63
454,342,54,1,2026-08-05,895.88
455,397,93,2,2026-06-03,1526.36
456,699,20,3,2026-03-23,894.96
457,19,29,3,2026-05-09,1789.47
458,177,24,3,2026-03-18,1118.1
459,612,82,4,2026-06-27,2508.28
460,396,63,2,2026-03-22,1660.9
461,445,74,1,2026-08-15,817.31
462,233,57,4,2026-04-04,390.44
463,915,8,4,2026-07-01,3470.04
464,76,90,4,2026-06-12,1909.96
465,265,62,4,2026-04-10,1114.56
466,455,29,2,2026-07-20,1192.98
467,796,74,3,2026-07-20,2451.93
468,718,17,1,2026-08-11,311.2
469,735,66,1,2026-05-15,547.27
470,384,6,4,2026-08-06,657.72
471,564,58,4,2026-05-21,816.08
472,851,69,2,2026-04-12,167.62
473,506,28,4,2026-06-11,2076.36
474,367,62,1,2026-05-31,278.64
475,144,41,1,2026-03-19,130.82
476,885,69,3,2026-04-27,251.43
477,69,82,3,2026-05-17,1881.21
478,99,90,1,2026-04-30,477.49
479,396,84,1,2026-03-28,72.92
480,25,41,2,2026-07-21,261.64
481,948,49,2,2026-07-13,1102.48
482,891,91,1,2026-03-24,128.4
483,469,49,4,2026-04-15,2204.96
484,484,76,3,2026-08-25,2195.16
485,565,71,1,2026-05-03,774.52
486,151,3,4,2026-05-23,2938.68
487,144,10,1,2026-05-02,710.99
488,569,98,3,2026-03-18,1299.81
489,39,89,3,2026-06-14,2665.02
490,109,35,2,2026-08-26,1931.96
491,693,80,2,2026-04-23,249.42
492,42,2,2,2026-08-17,1902.42
493,186,24,2,2026-08-30,745.4
494,935,74,3,2026-04-27,2451.93
495,398,38,4,2026-05-08,426.8
496,223,22,4,2026-07-25,592.4
497,634,26,4,2026-04-21,3149.28
498,133,43,1,2026-04-30,44.04
499,163,55,2,2026-08-07,1203.84
500,215,39,2,2026-08-03,1374.78
501,733,91,3,2026-06-23,385.20000000000005
502,235,29,3,2026-05-04,1789.47
503,843,20,1,2026-05-24,298.32
504,658,91,1,2026-08-16,128.4
505,751,41,4,2026-03-24,523.28
506,588,54,3,2026-07-24,2687.64
507,9,20,2,2026-04-18,596.64
508,74,19,4,2026-05-12,1750.52
509,954,84,2,2026-08-22,145.84
510,492,99,4,2026-05-07,140.64
511,913,66,2,2026-05-23,1094.54
512,253,30,1,2026-08-31,55.99
513,230,53,4,2026-05-21,3760.4
514,519,34,2,2026-08-12,1898.8
515,174,22,2,2026-05-06,296.2
516,653,67,3,2026-05-31,448.53
517,168,6,4,2026-05-21,657.72
518,170,79,2,2026-04-23,729.76
519,393,27,3,2026-08-31,623.04
520,946,10,2,2026-04-24,1421.98
521,795,73,4,2026-05-19,61.88
522,634,97,1,2026-03-26,527.51
523,194,96,4,2026-06-28,1995.44
524,517,48,4,2026-09-09,2099.48
525,29,70,2,2026-06-05,1974.04
526,165,59,2,2026-07-11,109.56
527,422,100,4,2026-09-14,467.24
528,339,59,3,2026-07-21,164.34
529,648,2,3,2026-04-19,2853.63
530,496,29,3,2026-08-27,1789.47
531,365,68,2,2026-09-03,1608.36
532,833,65,2,2026-05-29,576.26
533,342,83,4,2026-06-18,1350.36
534,500,26,1,2026-03-19,787.32
535,657,89,2,2026-08-29,1776.68
536,511,10,4,2026-04-29,2843.96
537,327,53,4,2026-08-30,3760.4
538,217,79,1,2026-08-28,364.88
539,301,59,3,2026-05-17,164.34
540,132,22,4,2026-09-06,592.4
541,804,51,4,2026-07-03,3879.56
542,70,48,4,2026-06-02,2099.48
543,252,21,3,2026-07-30,1847.19
544,415,22,3,2026-08-11,444.29999999999995
545,787,100,1,2026-04-03,116.81
546,445,98,2,2026-04-02,866.54
547,876,30,3,2026-05-30,167.97
548,182,25,2,2026-06-11,923.02
549,167,28,2,2026-06-09,1038.18
550,91,65,3,2026-05-23,864.39
551,714,45,4,2026-06-10,1064.76
552,858,68,1,2026-06-10,804.18
553,531,7,2,2026-08-25,135.0
554,39,49,4,2026-03-24,2204.96
555,126,9,3,2026-03-29,1815.3000000000002
556,451,36,2,2026-04-29,1620.62
557,173,83,2,2026-08-11,675.18
558,653,1,2,2026-03-31,761.58
559,754,10,4,2026-06-17,2843.96
560,220,36,4,2026-08-15,3241.24
561,638,73,4,2026-07-31,61.88
562,58,46,2,2026-04-30,1331.8
563,660,32,2,2026-06-06,357.64
564,476,32,1,2026-05-02,178.82
565,456,6,1,2026-08-13,164.43
566,829,48,4,2026-07-19,2099.48
567,895,38,4,2026-09-14,426.8
568,361,17,3,2026-09-09,933.5999999999999
569,935,74,4,2026-06-30,3269.24
570,1,27,1,2026-05-19,207.68
571,387,54,1,2026-03-26,895.88
572,973,50,1,2026-04-28,193.01
573,348,35,2,2026-05-29,1931.96
574,190,85,2,2026-05-01,635.74
575,505,25,4,2026-06-09,1846.04
576,191,28,3,2026-07-18,1557.27
577,508,15,3,2026-07-13,570.03
578,369,4,3,2026-05-20,1808.0099999999998
579,409,93,2,2026-06-18,1526.36
580,824,73,1,2026-08-06,15.47
581,929,27,1,2026-07-06,207.68
582,934,26,2,2026-07-28,1574.64
583,117,19,3,2026-08-17,1312.8899999999999
584,134,92,3,2026-09-06,2148.33
585,58,17,4,2026-03-29,1244.8
586,556,43,4,2026-05-30,176.16
587,685,41,3,2026-04-10,392.46
588,672,42,2,2026-09-10,1000.46
589,173,50,3,2026-07-15,579.03
590,829,84,4,2026-07-24,291.68
591,815,40,3,2026-08-28,1337.25
592,149,39,2,2026-08-20,1374.78
593,80,23,1,2026-04-15,299.22
594,886,96,2,2026-09-06,997.72
595,213,52,2,2026-05-23,1554.76
596,203,47,4,2026-04-14,1274.36
597,764,63,2,2026-03-26,1660.9
598,229,97,2,2026-03-18,1055.02
599,676,69,4,2026-09-02,335.24
600,227,43,4,2026-07-14,176.16
601,659,48,1,2026-09-03,524.87
602,532,34,3,2026-06-04,2848.2
603,441,40,2,2026-05-25,891.5
604,402,75,4,2026-07-17,2839.16
605,47,61,1,2026-04-29,394.79
606,233,50,3,2026-07-21,579.03
607,305,67,4,2026-08-31,598.04
608,526,62,3,2026-08-10,835.92
609,143,58,3,2026-05-09,612.0600000000001
610,415,33,2,2026-07-02,148.8
611,513,75,2,2026-07-17,1419.58
612,373,16,4,2026-04-20,766.28
613,566,82,3,2026-06-25,1881.21
614,886,94,4,2026-04-20,2262.64
615,259,48,4,2026-04-14,2099.48
616,656,10,3,2026-03-26,2132.9700000000003
617,471,82,4,2026-06-24,2508.28
618,953,38,3,2026-07-16,320.1
619,971,19,3,2026-06-29,1312.8899999999999
620,12,36,3,2026-08-09,2430.93
621,330,59,3,2026-03-29,164.34
622,736,63,1,2026-05-04,830.45
623,784,77,3,2026-07-20,2320.68
624,968,46,2,2026-06-01,1331.8
625,358,3,2,2026-06-30,1469.34
626,972,74,2,2026-07-06,1634.62
627,408,65,3,2026-08-30,864.39
628,668,91,2,2026-04-25,256.8
629,373,8,1,2026-04-16,867.51
630,8,51,4,2026-08-01,3879.56
631,122,81,3,2026-04-07,2593.41
632,348,73,2,2026-03-25,30.94
633,676,6,1,2026-05-28,164.43
634,90,89,4,2026-04-25,3553.36
635,648,39,1,2026-05-11,687.39
636,698,60,2,2026-09-02,664.16
637,316,28,1,2026-06-18,519.09
638,178,97,4,2026-04-03,2110.04
639,540,54,2,2026-03-27,1791.76
640,732,37,4,2026-06-09,1246.28
641,869,9,1,2026-05-03,605.1
642,41,82,3,2026-06-25,1881.21
643,740,56,3,2026-03-20,2767.98
644,704,59,3,2026-05-31,164.34
645,923,85,3,2026-06-02,953.61
646,502,2,4,2026-08-07,3804.84
647,959,61,3,2026-06-30,1184.3700000000001
648,145,58,4,2026-06-10,816.08
649,201,60,2,2026-07-29,664.16
650,929,40,3,2026-04-30,1337.25
651,724,36,4,2026-05-16,3241.24
652,461,37,3,2026-07-15,934.71
653,732,79,3,2026-07-19,1094.6399999999999
654,752,92,3,2026-06-30,2148.33
655,925,18,4,2026-08-09,2118.04
656,909,98,1,2026-05-19,433.27
657,558,63,3,2026-08-31,2491.3500000000004
658,547,22,3,2026-04-24,444.29999999999995
659,253,11,2,2026-06-01,60.76
660,390,58,1,2026-05-31,204.02
661,594,57,4,2026-04-25,390.44
662,883,77,2,2026-05-02,1547.12
663,256,4,3,2026-08-11,1808.0099999999998
664,709,86,2,2026-06-07,663.86
665,815,7,2,2026-07-14,135.0
666,921,61,3,2026-07-11,1184.3700000000001
667,450,54,1,2026-07-24,895.88
668,10,88,1,2026-06-22,641.18
669,824,68,2,2026-04-02,1608.36
670,798,92,3,2026-08-25,2148.33
671,242,79,4,2026-05-22,1459.52
672,251,1,2,2026-06-12,761.58
673,877,55,4,2026-08-22,2407.68
674,5,3,2,2026-04-30,1469.34
675,119,78,2,2026-07-28,166.6
676,801,38,3,2026-09-01,320.1
677,374,1,3,2026-07-08,1142.3700000000001
678,65,38,4,2026-06-10,426.8
679,146,85,4,2026-03-26,1271.48
680,224,29,1,2026-04-13,596.49
681,239,5,3,2026-04-13,493.38
682,177,74,2,2026-09-04,1634.62
683,779,92,2,2026-08-27,1432.22
684,853,21,1,2026-07-28,615.73
685,282,71,3,2026-04-17,2323.56
686,63,67,2,2026-03-27,299.02
687,217,47,1,2026-04-24,318.59
688,854,84,1,2026-07-21,72.92
689,827,83,2,2026-05-15,675.18
690,795,35,2,2026-07-23,1931.96
691,689,68,4,2026-06-21,3216.72
692,461,69,3,2026-06-29,251.43
693,929,1,4,2026-09-11,1523.16
694,610,68,1,2026-07-22,804.18
695,105,12,2,2026-07-28,1940.42
696,99,60,4,2026-08-15,1328.32
697,511,27,1,2026-05-15,207.68
698,385,56,3,2026-07-14,2767.98
699,405,23,2,2026-03-20,598.44
700,823,25,4,2026-04-13,1846.04
701,518,21,3,2026-03-18,1847.19
702,476,61,4,2026-07-24,1579.16
703,977,63,1,2026-06-05,830.45
704,709,52,3,2026-07-15,2332.14
705,863,88,4,2026-04-26,2564.72
706,645,25,3,2026-06-24,1384.53
707,870,55,1,2026-07-04,601.92
708,771,46,3,2026-06-09,1997.6999999999998
709,437,32,4,2026-05-18,715.28
